State,Area name,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
OR,Josephine County,9.8,30.9,42.1,17.2
OR,Klamath County,12.6,30.1,37.9,19.4
OR,Lake County,13.1,35.5,36,15.4
OR,Lane County,8.6,23.5,38.3,29.6
OR,Lincoln County,9.4,27.5,39,24.1
OR,Linn County,10.1,30,40.4,19.5
OR,Malheur County,19.1,30.3,36.7,13.8
OR,Marion County,14.7,27.7,34.8,22.8
OR,Morrow County,24.7,32.5,31.9,10.9
OR,Multnomah County,8.7,17.3,29.5,44.5
OR,Polk County,9.6,24,36.3,30.1
OR,Sherman County,8.6,33,38.9,19.5
OR,Tillamook County,9.7,31.5,37.8,21
OR,Umatilla County,17.8,28.5,37.4,16.2
OR,Union County,7.7,32.7,34.9,24.8
OR,Wallowa County,7.5,30.1,37.7,24.7
OR,Wasco County,14.2,28.5,36.8,20.5
OR,Washington County,8.4,17.5,30.4,43.7
OR,Wheeler County,7.9,37.1,41,14
OR,Yamhill County,11.7,25.6,36.2,26.5
PA,Pennsylvania,9.8,35.1,24.3,30.8
PA,Adams County,11.4,40.5,25.7,22.4
PA,Allegheny County,5.7,27.8,25.8,40.7
PA,Armstrong County,10.5,48,25.2,16.2
PA,Beaver County,6.9,38.2,31.2,23.7
PA,Bedford County,12.5,51.2,22,14.2
PA,Berks County,13.5,37.2,24.7,24.5
PA,Blair County,9.1,45.4,24.7,20.8
PA,Bradford County,11.1,46.7,24.3,17.8
PA,Bucks County,6.1,28.8,24.6,40.5
PA,Butler County,5.4,33.2,26,35.4
PA,Cambria County,8.7,44.9,25,21.4
PA,Cameron County,9,47.4,27.7,15.9
PA,Carbon County,10.4,45.5,27.4,16.8
PA,Centre County,5.7,30,19.6,44.7
PA,Chester County,6.7,21.4,20,51.8
PA,Clarion County,10.4,45,21.9,22.7
PA,Clearfield County,13.1,49.1,23.5,14.3
PA,Clinton County,11.3,45.5,24.3,19
PA,Columbia County,10,43.4,24.1,22.5
PA,Crawford County,10.7,46.3,22.2,20.8
PA,Cumberland County,7.7,32.9,23.6,35.8
PA,Dauphin County,10.3,33.6,25.6,30.5
PA,Delaware County,7.2,30.5,24,38.3
PA,Elk County,7.7,48.5,25.2,18.6
PA,Erie County,8.7,39,24.6,27.7
PA,Fayette County,11.4,49.2,23.2,16.2
PA,Forest County,17.6,55.6,19.4,7.4
PA,Franklin County,12.6,42.7,23.7,21
PA,Fulton County,12.7,52.2,21.7,13.4
PA,Greene County,12.6,46.4,22.8,18.2
PA,Huntingdon County,10.9,49.2,23,16.9
PA,Indiana County,10.3,43.7,23.3,22.6
PA,Jefferson County,10.3,50.1,23.2,16.4
PA,Juniata County,17,49.5,19.4,14.2
PA,Lackawanna County,9.1,36.8,26.4,27.7
PA,Lancaster County,15.1,35.8,22.1,26.9
PA,Lawrence County,9.8,43.4,25.4,21.4
PA,Lebanon County,13,44.2,22.5,20.3
PA,Lehigh County,11.4,32.9,26.2,29.4
PA,Luzerne County,10.7,38.9,27.3,23.2
PA,Lycoming County,10.2,39.1,27.9,22.8
PA,McKean County,8.9,47.8,25.1,18.1
PA,Mercer County,10.2,43.5,23.8,22.6
PA,Mifflin County,14.8,51.8,20.9,12.5
PA,Monroe County,10.6,35.4,29.5,24.4
PA,Montgomery County,5.8,23.8,21.7,48.7
PA,Montour County,9.3,40.9,17,32.8
PA,Northampton County,9.4,34.8,26.6,29.2
PA,Northumberland County,12.9,50,21.1,16
PA,Perry County,12.5,46.5,24.6,16.4
PA,Philadelphia County,16.1,33,22.3,28.6
PA,Pike County,7.1,34,31,28
PA,Potter County,11.9,47.5,25.2,15.5
PA,Schuylkill County,11.4,46.6,25.8,16.2
PA,Snyder County,14.4,46.2,21.1,18.4
PA,Somerset County,11.9,50.1,22.4,15.5
PA,Sullivan County,10.3,48.5,23.9,17.3
PA,Susquehanna County,10.8,45.5,25.8,17.8
PA,Tioga County,10.2,45.4,25.4,19.1
PA,Union County,13.6,38.8,22,25.5
PA,Venango County,10.2,48.4,23.7,17.6
PA,Warren County,7.4,46.1,27.2,19.3
PA,Washington County,7.1,38.2,25.1,29.5
PA,Wayne County,10.2,43.8,25.7,20.4
PA,Westmoreland County,6,37.5,28,28.5
PA,Wyoming County,7.1,47.4,25.9,19.6
PA,York County,10.6,40.2,25,24.2
RI,Rhode Island,12,28.2,26.5,33.3
RI,Bristol County,9.9,19.9,23.1,47.1
RI,Kent County,8.4,28.4,31,32.1
RI,Newport County,6.4,21.7,24,47.9
RI,Providence County,15.2,30.9,25.9,28.1
RI,Washington County,5.9,22.7,26.5,45
SC,South Carolina,12.9,29.5,30.2,27.4
SC,Abbeville County,19.8,34.6,29.6,15.9
SC,Aiken County,12.7,32.2,28.7,26.4
SC,Allendale County,22.3,44,24.4,9.4
SC,Anderson County,15.5,31.3,31.8,21.4
SC,Bamberg County,17.7,33.2,30.4,18.7
SC,Barnwell County,18.9,35.7,33.9,11.5
SC,Beaufort County,7.1,22.9,29.6,40.3
SC,Berkeley County,11.2,29.7,35.3,23.8
SC,Calhoun County,14.3,37.2,29.3,19.2
SC,Charleston County,8.5,22.7,26,42.8
SC,Cherokee County,20.4,36.6,29.2,13.8
SC,Chester County,17.8,41.2,27.2,13.7
SC,Chesterfield County,23.9,40.4,25.6,10.1
SC,Clarendon County,20.2,37.3,27,15.5
SC,Colleton County,13.3,44.1,27.3,15.2
SC,Darlington County,17.9,35.4,29.5,17.2
SC,Dillon County,25.1,38.4,25.4,11.1
SC,Dorchester County,9.9,27.7,34.5,27.9
SC,Edgefield County,17.6,37.1,27.5,17.8
SC,Fairfield County,17.5,39.3,26.2,17
SC,Florence County,15.4,33.1,28.5,23.1
SC,Georgetown County,12.9,29,30.9,27.2
SC,Greenville County,12.2,24.7,28.9,34.2
SC,Greenwood County,16.3,30.8,29.4,23.5
SC,Hampton County,17.6,46.9,24,11.4
SC,Horry County,10.2,32.8,33.5,23.6
SC,Jasper County,18.5,38.3,26.2,16.9
SC,Kershaw County,13.5,36.9,29.8,19.9
SC,Lancaster County,13.6,31.9,27.6,26.9
SC,Laurens County,19.5,35,30.1,15.4
SC,Lee County,21.3,42.1,24.3,12.3
SC,Lexington County,10.4,28.7,30.8,30.1
SC,McCormick County,18.7,32.9,28.1,20.2
SC,Marion County,19.2,39,27.3,14.4
SC,Marlboro County,24.1,41.4,25.2,9.4
SC,Newberry County,19,36,28,17.1
SC,Oconee County,16.1,29.9,29.5,24.6
SC,Orangeburg County,14.4,32.3,33.8,19.5
SC,Pickens County,15.1,30.1,30.2,24.5
SC,Richland County,8.9,22.4,30.9,37.7
SC,Saluda County,20.8,36.2,26.9,16.1
SC,Spartanburg County,14.7,29.4,32,23.8
SC,Sumter County,16.4,31,34.2,18.5
SC,Union County,18.6,39.8,29.5,12.1
SC,Williamsburg County,19.3,41.9,26.1,12.7
SC,York County,10.4,25.9,31.7,32
SD,South Dakota,8.3,30.6,32.7,28.5
SD,Aurora County,13.2,33.6,32.7,20.6
SD,Beadle County,14.7,35.3,30,20.1
SD,Bennett County,18,32.1,31.4,18.4
SD,Bon Homme County,12.3,36.4,32.9,18.4
SD,Brookings County,4.6,28.6,27.6,39.2
SD,Brown County,6.8,30.5,33.3,29.3
SD,Brule County,12.5,30.7,32.1,24.8
SD,Buffalo County,20.4,39.8,30.5,9.4
SD,Butte County,9.4,42.2,27.7,20.6
SD,Campbell County,10.8,36.9,23.4,28.8
SD,Charles Mix County,12.1,38.2,32.2,17.5
SD,Clark County,9,40.3,32.1,18.6
SD,Clay County,4.1,21.7,25.8,48.4
SD,Codington County,8,36.8,33.7,21.6
SD,Corson County,16.9,34.2,31.9,17
SD,Custer County,5.9,30.6,38.5,25
SD,Davison County,8.3,30.6,37.2,23.9
SD,Day County,10.4,37.8,31.2,20.6
SD,Deuel County,9.2,37.7,29.6,23.6
SD,Dewey County,14.4,35.6,34,16
SD,Douglas County,12.4,36.6,34,16.9
SD,Edmunds County,9.7,35.3,29.5,25.5
SD,Fall River County,7.7,31.9,38.9,21.5
SD,Faulk County,7.2,33.3,30.5,28.9
SD,Grant County,9.2,43.6,29.8,17.4
SD,Gregory County,10.7,34.4,34.4,20.5
SD,Haakon County,9.6,43.9,31.4,15.1
SD,Hamlin County,8.7,42.3,28.7,20.3
SD,Hand County,6.3,32.7,37.7,23.3
SD,Hanson County,7.1,38.2,34.6,20.1
SD,Harding County,7.5,32.9,33.6,26.1
SD,Hughes County,7.7,27.8,29,35.5
SD,Hutchinson County,12.3,33,29.1,25.5
SD,Hyde County,7.8,42.8,26.9,22.5
SD,Jackson County,17.3,33.3,28.8,20.5
SD,Jerauld County,11.3,40.8,27.2,20.8
SD,Jones County,6,42.5,27.5,24
SD,Kingsbury County,8.7,37.9,30.7,22.7
SD,Lake County,7.7,34.7,24.7,32.9
SD,Lawrence County,6.4,30,29,34.7
SD,Lincoln County,5.2,21.7,33.7,39.4
SD,Lyman County,9.9,38.1,32.2,19.8
SD,McCook County,12.3,34.1,30.2,23.4
SD,McPherson County,16.5,33.1,33.9,16.4
SD,Marshall County,7.8,32.4,35.7,24
SD,Meade County,5.5,30.6,36.6,27.2
SD,Mellette County,18.9,37.1,30.3,13.7
SD,Miner County,11.9,36,32,20.2
SD,Minnehaha County,7.8,27.2,33.1,31.9
SD,Moody County,9.4,32.8,36.8,21
SD,Oglala Lakota County,24,25.3,38.9,11.8
SD,Pennington County,6.2,28.6,34.5,30.7
SD,Perkins County,6.2,37.1,36.8,20
SD,Potter County,8.6,36,33.6,21.8
SD,Roberts County,11.5,35.6,35.7,17.2
SD,Sanborn County,8.4,40,31.8,19.7
SD,Spink County,9,36.5,32.3,22.2
SD,Stanley County,5.9,33.1,29.7,31.3
SD,Sully County,4.7,34.7,35.1,25.5
SD,Todd County,22.1,29.5,32.5,15.8
SD,Tripp County,9.4,40.4,28.7,21.5
SD,Turner County,6.6,33.1,37.1,23.2
SD,Union County,8.2,27.7,33.7,30.4
SD,Walworth County,9.9,38.5,28.4,23.2
SD,Yankton County,9.1,33,29.7,28.2
SD,Ziebach County,15.9,37.6,30.2,16.3
TN,Tennessee,13,32.4,28,26.6
TN,Anderson County,13.2,33.1,30.2,23.5
TN,Bedford County,19.2,40.6,23.9,16.3
TN,Benton County,19.1,46.5,21.8,12.6
TN,Bledsoe County,25.1,38.7,23.4,12.9
TN,Blount County,10.9,34.8,30.3,24
TN,Bradley County,15.7,32.3,30.1,21.9
TN,Campbell County,24.5,40.9,22.7,11.9
TN,Cannon County,15.9,48.5,21.8,13.8
TN,Carroll County,17.9,41.6,23.3,17.2
TN,Carter County,17.2,39.4,26.6,16.8
TN,Cheatham County,15,36.4,29,19.6
TN,Chester County,13.7,40.7,29.2,16.4
TN,Claiborne County,19.6,38.4,26.8,15.2
TN,Clay County,19.4,46.1,19.9,14.6
TN,Cocke County,21.4,45.4,22.4,10.8
TN,Coffee County,13.7,38.7,27.9,19.6
TN,Crockett County,18.9,41.9,26.2,13
TN,Cumberland County,14,40,27.8,18.3
TN,Davidson County,11.4,22.7,25.6,40.3
TN,Decatur County,16.5,43.8,27,12.8
TN,DeKalb County,20.1,42.2,22.1,15.7
TN,Dickson County,16.9,41.2,26.4,15.4
TN,Dyer County,17.3,37.3,28.4,16.9
TN,Fayette County,13.4,33.1,31.9,21.7
TN,Fentress County,20.2,44.3,21.9,13.6
TN,Franklin County,12.8,40,26.5,20.7
TN,Gibson County,15.1,38.8,28.2,17.8
TN,Giles County,14.6,44,26.2,15.1
TN,Grainger County,21,44.1,24.4,10.6
TN,Greene County,16.4,42.4,25.8,15.3
TN,Grundy County,24.3,42.1,21.4,12.1
TN,Hamblen County,18.7,40.3,24.9,16.1
TN,Hamilton County,10.8,27.5,30.5,31.2
TN,Hancock County,23.7,42.6,22.1,11.5
TN,Hardeman County,20.9,47.6,20.1,11.4
TN,Hardin County,19.6,42.9,23.6,13.9
TN,Hawkins County,16.3,43.2,26.5,14
TN,Haywood County,17.9,45.1,24.4,12.6
TN,Henderson County,18.8,40.2,27.2,13.8
TN,Henry County,14,47.2,21.8,17.1
TN,Hickman County,20.3,44.5,24.2,11
TN,Houston County,23.2,46.1,20.1,10.6
TN,Humphreys County,15.5,46.7,24.4,13.3
TN,Jackson County,21.5,46.8,22.6,9
TN,Jefferson County,15.5,38.9,29.1,16.4
TN,Johnson County,20.4,41.9,26.3,11.3
TN,Knox County,9,25.8,28.5,36.7
TN,Lake County,26.5,43.8,19.3,10.4
TN,Lauderdale County,23,44.6,23.7,8.8
TN,Lawrence County,17.5,44.8,25.2,12.5
TN,Lewis County,15.4,41.3,31.8,11.5
TN,Lincoln County,16.9,40.7,23.7,18.8
TN,Loudon County,14.3,33.8,25.6,26.3
TN,McMinn County,15.2,42.6,26.3,15.8
TN,McNairy County,19,44.2,24,12.7
TN,Macon County,21.2,46.2,22.6,10
TN,Madison County,11.7,34.5,27.9,25.9
TN,Marion County,18.9,39.5,30,11.6
TN,Marshall County,15.2,42.2,28.3,14.3
TN,Maury County,10.6,35.8,31.8,21.8
TN,Meigs County,15.5,45.4,28.5,10.5
TN,Monroe County,21.1,40.2,26,12.8
TN,Montgomery County,7.5,29.1,36.2,27.2
TN,Moore County,14.4,42,22.9,20.7
TN,Morgan County,18.7,50.3,23.6,7.3
TN,Obion County,16.6,44.8,23.7,14.9
TN,Overton County,20.4,45.2,21.2,13.1
TN,Perry County,25.8,35.5,27.2,11.5
TN,Pickett County,23.7,40.9,26.7,8.7
TN,Polk County,19.7,39.1,30.2,11
TN,Putnam County,14,37,23.6,25.4
TN,Rhea County,21.7,37.1,26,15.2
TN,Roane County,11.8,37.1,31.6,19.5
TN,Robertson County,12.5,38.9,30,18.6
TN,Rutherford County,8.8,28.3,31,32
TN,Scott County,21.2,45,24.4,9.4
TN,Sequatchie County,17.5,39.2,28.8,14.6
TN,Sevier County,16.1,36.4,30.4,17.1
TN,Shelby County,11.8,27.5,29.5,31.1
TN,Smith County,14.9,46.9,25.9,12.4
TN,Stewart County,14.4,42.5,28.3,14.9
TN,Sullivan County,13.4,34.7,29,22.8
TN,Sumner County,10.1,31.1,31.9,26.9
TN,Tipton County,13.1,38.5,31.7,16.7
TN,Trousdale County,19.8,34.8,28.5,16.8
TN,Unicoi County,15.4,40.5,29.3,14.8
TN,Union County,23.8,46,21.7,8.5
TN,Van Buren County,20.1,49.8,21.5,8.5
TN,Warren County,20.9,43,22.1,14
TN,Washington County,11.4,28.8,27.5,32.4
TN,Wayne County,20.3,44.4,24.1,11.2
TN,Weakley County,15.7,38,24.8,21.5
TN,White County,17.8,43.4,25.2,13.5
TN,Williamson County,4.4,13.5,23,59
TN,Wilson County,8.8,29.9,30.6,30.6
TX,Texas,16.8,25,28.9,29.3
TX,Anderson County,19.9,36.2,32.1,11.7
TX,Andrews County,25.4,36.7,27.5,10.4
TX,Angelina County,18.9,31.9,32.9,16.3
TX,Aransas County,15.1,29.7,33.4,21.7
TX,Archer County,9,33.3,34.3,23.4
TX,Armstrong County,11.6,24.4,40.8,23.2
TX,Atascosa County,22.7,39.9,24.1,13.3
TX,Austin County,16.9,29.3,30.2,23.5
TX,Bailey County,25.9,35.2,21.1,17.7
TX,Bandera County,10.7,31.8,33.7,23.8
TX,Bastrop County,19,29.4,31.3,20.4
TX,Baylor County,11.5,32.5,36.3,19.7
TX,Bee County,26.3,34.9,28.7,10.2
TX,Bell County,9.4,25.9,40.1,24.5
TX,Bexar County,16.2,25.2,31,27.6
TX,Blanco County,9.3,28.7,34.8,27.1
TX,Borden County,6.9,26.1,32,35
TX,Bosque County,14.9,35.7,30.8,18.5
TX,Bowie County,11.8,34.8,33.5,19.9
TX,Brazoria County,12.3,25.3,32.7,29.7
TX,Brazos County,13.3,19.6,26.2,40.8
TX,Brewster County,14.7,20.4,25.5,39.4
TX,Briscoe County,13.5,33.4,30.4,22.7
TX,Brooks County,29.9,27.5,24.9,17.6
TX,Brown County,13.9,35.7,31.1,19.3
TX,Burleson County,17.5,39.2,26.2,17.1
TX,Burnet County,11.9,31.1,31.9,25.1
TX,Caldwell County,21.2,37.3,26.7,14.8
TX,Calhoun County,19.3,33.3,32.5,15
TX,Callahan County,11.8,38,31.1,19.1
TX,Cameron County,32.8,26,24,17.3
TX,Camp County,15.5,35.7,30.2,18.6
TX,Carson County,6.4,28.8,34.4,30.4
TX,Cass County,14.5,43.3,25.8,16.4
TX,Castro County,26.2,32.2,26.8,14.8
TX,Chambers County,12.7,29.1,36.7,21.5
TX,Cherokee County,20.7,31.5,31,16.9
TX,Childress County,16.1,38.9,27.7,17.3
TX,Clay County,9.4,39.5,32.6,18.6
TX,Cochran County,32.3,30.9,28.6,8.2
TX,Coke County,16.1,35.1,31.7,17.1
TX,Coleman County,18.2,34.1,32.2,15.6
TX,Collin County,6.3,14.8,27.1,51.7
TX,Collingsworth County,23.9,30.6,27.1,18.4
TX,Colorado County,18.5,36.4,26.5,18.6
TX,Comal County,7.6,26,31.2,35.3
TX,Comanche County,16.2,36.2,27.8,19.8
TX,Concho County,37.9,28.1,22,11.9
TX,Cooke County,13.8,31.5,34.2,20.5
TX,Coryell County,11.9,28,44.5,15.7
TX,Cottle County,21.5,32.9,30.3,15.3
TX,Crane County,23.1,30.7,33.7,12.4
TX,Crockett County,21.2,34.3,30.5,14.1
TX,Crosby County,23.8,35.9,27.4,12.8
TX,Culberson County,32.7,37.8,20.5,9
TX,Dallam County,30.8,26.5,29.1,13.6
TX,Dallas County,21.3,22.6,25.4,30.7
TX,Dawson County,27.3,36.6,23.6,12.5
TX,Deaf Smith County,27,34.2,26.7,12.2
TX,Delta County,14.4,33.9,30.4,21.3
TX,Denton County,7.5,18.1,29.9,44.5
TX,DeWitt County,19,39.2,29,12.8
TX,Dickens County,18.5,34.2,30.7,16.7
TX,Dimmit County,32.7,33.2,19.9,14.1
TX,Donley County,11.8,31.9,36.6,19.8
TX,Duval County,32.9,31.1,26.8,9.3
TX,Eastland County,16.4,35.5,34.9,13.3
TX,Ector County,23.9,30.1,30.4,15.6
TX,Edwards County,24.3,29,25.9,20.8
TX,Ellis County,14.3,28.3,34.3,23.1
TX,El Paso County,22.5,23.9,30.9,22.8
TX,Erath County,13.9,23.4,32.9,29.7
TX,Falls County,23,37.9,26.2,12.9
TX,Fannin County,15,35.8,32.4,16.7
TX,Fayette County,15.8,40.3,25.8,18.1
TX,Fisher County,14.1,34.3,33.4,18.2
TX,Floyd County,26.5,27.9,29.6,15.9
TX,Foard County,22.5,28.7,32.6,16.2
TX,Fort Bend County,9.8,17.7,26.3,46.1
TX,Franklin County,11.3,30,35.1,23.6
TX,Freestone County,17.8,32.8,36.3,13
TX,Frio County,33.4,35.7,23.7,7.2
TX,Gaines County,38.8,29.4,19.4,12.4
TX,Galveston County,11.8,25.5,32.7,30
TX,Garza County,38.6,27.9,19.6,13.9
TX,Gillespie County,10.6,30.6,24.9,33.8
TX,Glasscock County,28.9,20.9,27.1,23.2
TX,Goliad County,12.4,30.7,39.3,17.6
TX,Gonzales County,24.1,41.4,22.2,12.3
TX,Gray County,19.9,32.3,34.4,13.3
TX,Grayson County,11.4,30.9,37.2,20.5
TX,Gregg County,16.2,28.7,34.4,20.8
TX,Grimes County,20.4,35.6,29.4,14.6
TX,Guadalupe County,11.4,30.9,30.2,27.5
TX,Hale County,23.8,33.9,25.8,16.5
TX,Hall County,24.1,28.8,32.7,14.3
TX,Hamilton County,18.5,33.8,26,21.7
TX,Hansford County,31.2,27.9,26.6,14.3
TX,Hardeman County,21,35,29.5,14.5
TX,Hardin County,12.1,39.4,33.2,15.3
TX,Harris County,19.1,23.2,26.8,31
TX,Harrison County,15.1,34.3,31.5,19.1
TX,Hartley County,18.4,38.4,26.1,17.2
TX,Haskell County,27.8,34.5,24.3,13.4
TX,Hays County,10.5,22.3,29.7,37.4
TX,Hemphill County,20.5,29.3,29.1,21
TX,Henderson County,16.5,33.7,31.6,18.2
TX,Hidalgo County,35.5,23.2,22.9,18.4
TX,Hill County,17.6,34.6,30.6,17.1
TX,Hockley County,24,26.6,35.4,14
TX,Hood County,10.6,30,33.3,26.1
TX,Hopkins County,16.3,36.2,29.2,18.3
TX,Houston County,19.7,36.9,29.2,14.1
TX,Howard County,20.8,33.6,33.3,12.3
TX,Hudspeth County,46.1,30.7,16.3,6.9
TX,Hunt County,15,34.9,30.8,19.3
TX,Hutchinson County,14.5,33.4,38.3,13.8
TX,Irion County,7.2,35.9,39.9,16.9
TX,Jack County,19.9,39.6,27.9,12.6
TX,Jackson County,16.8,33,34.1,16.1
TX,Jasper County,15.4,44.6,27.6,12.4
TX,Jeff Davis County,14.9,22.7,27.4,35.1
TX,Jefferson County,16,32.6,31.9,19.6
TX,Jim Hogg County,25.8,37.6,24.3,12.3
TX,Jim Wells County,25.4,36.7,25.2,12.7
TX,Johnson County,15.2,33.8,32.7,18.3
TX,Jones County,21.6,40.3,26.7,11.5
TX,Karnes County,23.8,36.6,25.1,14.4
TX,Kaufman County,13.8,33.1,32.3,20.7
TX,Kendall County,6.9,21.2,31,40.9
TX,Kenedy County,66.3,21.1,5.8,6.8
TX,Kent County,18.7,32.7,25,23.6
TX,Kerr County,11.5,27.5,35.4,25.6
TX,Kimble County,15.7,31.1,31.1,22.1
TX,King County,14.5,37.7,29.6,18.2
TX,Kinney County,26.6,35.6,28.1,9.6
TX,Kleberg County,20.8,25.2,29.1,24.8
TX,Knox County,19.5,32.4,28.4,19.6
TX,Lamar County,15.4,33.6,33.3,17.6
TX,Lamb County,25.9,32.6,25.5,15.9
TX,Lampasas County,9.4,28.1,42.5,20
TX,La Salle County,31.7,42.5,12.6,13.1
TX,Lavaca County,14.7,41.2,27.4,16.7
TX,Lee County,16.1,36.8,31.3,15.9
TX,Leon County,17.6,38.8,27.3,16.4
TX,Liberty County,22.6,39.3,28.6,9.5
TX,Limestone County,18.9,34.9,32.2,14
TX,Lipscomb County,17.8,33.3,29.4,19.5
TX,Live Oak County,20.8,34.5,31.6,13.2
TX,Llano County,14,25.9,34.4,25.7
TX,Loving County,22.7,20,57.3,0
TX,Lubbock County,14.2,26.3,30.5,29.1
TX,Lynn County,23.9,29.6,28.3,18.2
TX,McCulloch County,19.9,30.5,30.6,19
TX,McLennan County,15.7,27.6,33.1,23.7
TX,McMullen County,9.7,43.1,23.9,23.3
TX,Madison County,20,38.7,27.6,13.6
TX,Marion County,16.5,40.7,27.9,14.9
TX,Martin County,22.9,31.1,25.6,20.4
TX,Mason County,11.8,32.7,35.5,20
TX,Matagorda County,21.7,31.7,29.9,16.7
TX,Maverick County,40.3,21.9,25.3,12.5
TX,Medina County,17,30.9,32.3,19.8
TX,Menard County,18.4,35.1,28.7,17.8
TX,Midland County,16.2,25.9,30.6,27.4
TX,Milam County,17.8,38.2,30.2,13.8
TX,Mills County,19.5,30.4,31.9,18.2
TX,Mitchell County,21.2,37.3,29.7,11.8
TX,Montague County,14.5,37.5,32.5,15.5
TX,Montgomery County,12.6,22.3,30.4,34.7
TX,Moore County,33.3,23.3,29.1,14.3
TX,Morris County,11.6,40.8,32.1,15.5
TX,Motley County,13.8,30.1,39.4,16.7
TX,Nacogdoches County,16.7,29.2,29.6,24.5
TX,Navarro County,21.7,29.4,32.7,16.1
TX,Newton County,16.3,41.7,33.1,8.9
TX,Nolan County,18.9,33.1,32.5,15.5
TX,Nueces County,17.6,28.9,32,21.5
TX,Ochiltree County,24.7,31.4,28.7,15.2
TX,Oldham County,14.3,33.4,29.7,22.5
TX,Orange County,11.7,38.8,34.3,15.3
TX,Palo Pinto County,16.1,36,31.4,16.5
TX,Panola County,16.3,33.5,34.7,15.5
TX,Parker County,10.9,28.8,33.5,26.8
TX,Parmer County,29.2,31.3,21.8,17.7
TX,Pecos County,30.5,36.5,23.3,9.8
TX,Polk County,19.8,36.7,29.5,14
TX,Potter County,22.6,31.6,31,14.8
TX,Presidio County,47.6,19.1,13.2,20.1
TX,Rains County,15.2,41.8,31.2,11.7
TX,Randall County,8.1,21.9,37.9,32
TX,Reagan County,20.2,38.5,30.7,10.6
TX,Real County,15.3,28.2,35.9,20.6
TX,Red River County,15.5,40.2,31.7,12.6
TX,Reeves County,36.1,27.6,25.5,10.8
TX,Refugio County,19.3,36.7,32.2,11.8
TX,Roberts County,9,27.7,37,26.3
TX,Robertson County,16.2,36.7,31,16.1
TX,Rockwall County,7.9,19.6,32.3,40.3
TX,Runnels County,21.5,34.9,25.3,18.3
TX,Rusk County,19.9,31.5,34.1,14.5
TX,Sabine County,13.7,39,31.3,16
TX,San Augustine County,19.2,39,28.5,13.3
TX,San Jacinto County,16.1,49.5,23.5,10.9
TX,San Patricio County,20.5,32.7,31.9,14.9
TX,San Saba County,25.8,33.8,26,14.4
TX,Schleicher County,21.5,24,38,16.5
TX,Scurry County,22.2,32.3,29,16.5
TX,Shackelford County,15.4,22.6,37.1,24.9
TX,Shelby County,25,33.4,27.2,14.5
TX,Sherman County,23.5,27.8,29,19.7
TX,Smith County,14.8,24.2,35.2,25.8
TX,Somervell County,12.2,34.5,29.4,23.9
TX,Starr County,48.5,25,16.2,10.3
TX,Stephens County,22.9,29.8,30.6,16.6
TX,Sterling County,14.1,45.9,24.2,15.9
TX,Stonewall County,10.6,43.6,32.2,13.7
TX,Sutton County,24.7,29.9,27.6,17.7
TX,Swisher County,26.8,31.7,28.7,12.8
TX,Tarrant County,14.4,24,30.2,31.5
TX,Taylor County,11.6,30.1,33.7,24.5
TX,Terrell County,18.5,29,37.1,15.3
TX,Terry County,31.6,31.6,24.8,12
TX,Throckmorton County,14.7,36.9,29.4,19
TX,Titus County,24.2,32.7,27.2,15.9
TX,Tom Green County,14.3,30.5,31,24.2
TX,Travis County,10.9,16.8,23.7,48.6
TX,Trinity County,16.6,37.5,33.1,12.8
TX,Tyler County,15.6,44.2,27.7,12.5
TX,Upshur County,15.7,34.1,33.2,17
TX,Upton County,21.8,40.1,28.3,9.9
TX,Uvalde County,27.6,26.9,29.7,15.8
TX,Val Verde County,31.8,23.8,25.9,18.6
TX,Van Zandt County,16.5,33.3,33.2,17.1
TX,Victoria County,16.8,30.4,32.7,20.1
TX,Walker County,14.9,38.6,25.9,20.6
TX,Waller County,19.2,32.4,28.6,19.9
TX,Ward County,21.3,35.2,29.9,13.6
TX,Washington County,14.2,32.6,28.2,25
TX,Webb County,32.7,26.4,22.5,18.4
TX,Wharton County,21.7,29.5,31.7,17.1
TX,Wheeler County,18.7,29.9,34.8,16.6
TX,Wichita County,13.5,31.6,31.8,23
TX,Wilbarger County,21.5,33.7,28.8,16.1
TX,Willacy County,34.1,36.5,19.3,10.1
TX,Williamson County,6.8,20.4,31.7,41.1
TX,Wilson County,13.4,35.9,30.2,20.5
TX,Winkler County,33,27.9,29.6,9.5
TX,Wise County,14.9,33.8,33.8,17.5
TX,Wood County,15.2,34.2,34.2,16.4
TX,Yoakum County,31.8,28.8,23,16.3
TX,Young County,16.2,35.1,29,19.6
TX,Zapata County,40,29.5,20.1,10.4
TX,Zavala County,38,31.3,22,8.6
UT,Utah,8,22.9,35.8,33.3
UT,Beaver County,9.7,35.1,34.8,20.4
UT,Box Elder County,6.8,30.9,39,23.3
UT,Cache County,6.9,20.3,35,37.8
UT,Carbon County,9.2,27.2,47.3,16.4
UT,Daggett County,3.8,41.4,42.3,12.4
UT,Davis County,4.5,20.9,37.1,37.5
UT,Duchesne County,12.1,36.6,36.9,14.4
UT,Emery County,6.1,33.9,45.3,14.7
UT,Garfield County,8,35.6,32,24.4
UT,Grand County,9.2,28.4,34.7,27.7
UT,Iron County,7.2,25.2,38.5,29.1
UT,Juab County,7.8,37.3,37.9,17.1
