Area name,Unemployment_rate_2019,Median_Household_Income_2018
"Uvalde County, TX",3.8,"39,725"
"Val Verde County, TX",3.4,"44,276"
"Van Zandt County, TX",3.3,"51,152"
"Victoria County, TX",3.4,"51,646"
"Walker County, TX",3.9,"43,681"
"Waller County, TX",3.7,"59,807"
"Ward County, TX",2.3,"53,621"
"Washington County, TX",3.3,"54,332"
"Webb County, TX",3.7,"44,919"
"Wharton County, TX",3.4,"48,040"
"Wheeler County, TX",3,"48,018"
"Wichita County, TX",3.2,"47,477"
"Wilbarger County, TX",3.6,"44,735"
"Willacy County, TX",8.2,"33,171"
"Williamson County, TX",2.8,"87,817"
"Wilson County, TX",2.8,"71,207"
"Winkler County, TX",2.8,"56,781"
"Wise County, TX",3.2,"66,387"
"Wood County, TX",3.9,"48,384"
"Yoakum County, TX",2.9,"61,560"
"Young County, TX",3,"49,301"
"Zapata County, TX",5.1,"33,160"
"Zavala County, TX",8.5,"30,076"
Utah,2.6,"71,381"
"Beaver County, UT",3,"55,940"
"Box Elder County, UT",2.6,"62,689"
"Cache County, UT",2.2,"60,315"
"Carbon County, UT",3.7,"51,394"
"Daggett County, UT",3.8,"58,910"
"Davis County, UT",2.4,"84,381"
"Duchesne County, UT",3.9,"60,767"
"Emery County, UT",4,"54,213"
"Garfield County, UT",6.2,"51,028"
"Grand County, UT",3.9,"50,750"
"Iron County, UT",2.9,"51,393"
"Juab County, UT",2.5,"65,379"
"Kane County, UT",2.9,"52,355"
"Millard County, UT",2.8,"58,644"
"Morgan County, UT",2.4,"98,875"
"Piute County, UT",4.8,"40,387"
"Rich County, UT",3.1,"60,695"
"Salt Lake County, UT",2.5,"73,619"
"San Juan County, UT",5.1,"42,982"
"Sanpete County, UT",3.2,"52,910"
"Sevier County, UT",3.1,"54,339"
"Summit County, UT",2.4,"105,374"
"Tooele County, UT",2.9,"73,584"
"Uintah County, UT",4.2,"63,631"
"Utah County, UT",2.4,"75,296"
"Wasatch County, UT",2.7,"85,380"
"Washington County, UT",3,"57,069"
"Wayne County, UT",5.5,"47,175"
"Weber County, UT",3,"68,106"
Vermont,2.4,"60,917"
"Addison County, VT",2.3,"68,878"
"Bennington County, VT",2.9,"52,510"
"Caledonia County, VT",3,"50,368"
"Chittenden County, VT",1.8,"74,240"
"Essex County, VT",3.2,"43,671"
"Franklin County, VT",2.3,"61,129"
"Grand Isle County, VT",2.9,"67,746"
"Lamoille County, VT",3.1,"60,230"
"Orange County, VT",2.4,"62,300"
"Orleans County, VT",4.2,"48,688"
"Rutland County, VT",2.8,"51,723"
"Washington County, VT",2.3,"61,808"
"Windham County, VT",2.6,"54,441"
"Windsor County, VT",2.1,"57,438"
Virginia,2.8,"72,600"
"Accomack County, VA",3.5,"42,879"
"Albemarle County, VA",2.5,"80,392"
"Alleghany County, VA",3.4,"46,538"
"Amelia County, VA",3.2,"57,280"
"Amherst County, VA",3.2,"50,580"
"Appomattox County, VA",3.5,"51,131"
"Arlington County, VA",1.9,"120,950"
"Augusta County, VA",2.4,"60,556"
"Bath County, VA",2.5,"50,564"
"Bedford County, VA",2.9,"61,186"
"Bland County, VA",2.8,"47,681"
"Botetourt County, VA",2.5,"71,874"
"Brunswick County, VA",4.7,"41,803"
"Buchanan County, VA",5.6,"32,144"
"Buckingham County, VA",4.2,"45,889"
"Campbell County, VA",3.1,"51,525"
"Caroline County, VA",3.2,"67,335"
"Carroll County, VA",3.6,"41,517"
"Charles City County, VA",3.4,"56,872"
"Charlotte County, VA",3.5,"41,382"
"Chesterfield County, VA",2.7,"80,734"
"Clarke County, VA",2.5,"84,021"
"Craig County, VA",3.2,"50,858"
"Culpeper County, VA",2.6,"72,111"
"Cumberland County, VA",3,"46,300"
"Dickenson County, VA",4.9,"35,047"
"Dinwiddie County, VA",3.3,"57,257"
"Essex County, VA",3.5,"50,785"
"Fairfax County, VA",2.3,"122,035"
"Fauquier County, VA",2.4,"93,462"
"Floyd County, VA",2.6,"48,315"
"Fluvanna County, VA",2.3,"73,463"
"Franklin County, VA",2.9,"53,522"
"Frederick County, VA",2.4,"77,684"
"Giles County, VA",3.3,"50,591"
"Gloucester County, VA",2.6,"70,938"
"Goochland County, VA",2.8,"89,331"
"Grayson County, VA",2.9,"37,550"
"Greene County, VA",2.3,"67,498"
"Greensville County, VA",3.4,"43,533"
"Halifax County, VA",3.9,"43,096"
"Hanover County, VA",2.4,"91,028"
"Henrico County, VA",2.8,"68,581"
"Henry County, VA",3.3,"36,471"
"Highland County, VA",2.7,"45,089"
"Isle of Wight County, VA",2.8,"72,993"
"James City County, VA",2.7,"86,541"
"King and Queen County, VA",2.8,"51,124"
"King George County, VA",2.6,"86,619"
"King William County, VA",2.7,"68,724"
"Lancaster County, VA",4.3,"52,814"
"Lee County, VA",4.1,"34,796"
"Loudoun County, VA",2.3,"140,382"
"Louisa County, VA",2.7,"63,714"
"Lunenburg County, VA",3.2,"41,421"
"Madison County, VA",2.2,"60,450"
"Mathews County, VA",2.9,"61,764"
"Mecklenburg County, VA",4,"44,832"
"Middlesex County, VA",2.6,"54,871"
"Montgomery County, VA",2.8,"52,538"
"Nelson County, VA",2.8,"56,690"
"New Kent County, VA",2.4,"90,858"
"Northampton County, VA",4.4,"43,157"
"Northumberland County, VA",4.3,"55,418"
"Nottoway County, VA",2.8,"46,368"
"Orange County, VA",3,"63,681"
"Page County, VA",3.8,"49,073"
"Patrick County, VA",3.5,"42,862"
"Pittsylvania County, VA",3.4,"44,710"
"Powhatan County, VA",2.5,"88,475"
"Prince Edward County, VA",3.8,"48,450"
"Prince George County, VA",3.4,"68,133"
"Prince William County, VA",2.5,"106,200"
"Pulaski County, VA",3.4,"50,834"
"Rappahannock County, VA",2.5,"71,035"
"Richmond County, VA",3,"49,399"
"Roanoke County, VA",2.5,"68,734"
"Rockbridge County, VA",2.7,"53,413"
"Rockingham County, VA",2.4,"61,375"
"Russell County, VA",4.2,"38,966"
"Scott County, VA",3.1,"40,161"
"Shenandoah County, VA",2.5,"55,283"
"Smyth County, VA",3.7,"40,972"
"Southampton County, VA",2.7,"52,741"
"Spotsylvania County, VA",2.9,"86,695"
"Stafford County, VA",2.8,"108,421"
"Surry County, VA",3.4,"54,663"
"Sussex County, VA",4.5,"43,031"
"Tazewell County, VA",4.4,"42,074"
"Warren County, VA",2.8,"65,635"
"Washington County, VA",3.3,"45,510"
"Westmoreland County, VA",3.5,"51,414"
"Wise County, VA",4.6,"38,045"
"Wythe County, VA",3.6,"46,345"
"York County, VA",2.7,"86,317"
"Alexandria city, VA",2.1,"99,425"
"Bristol city, VA",3.8,"36,903"
"Buena Vista city, VA",2.7,"43,390"
"Charlottesville city, VA",2.4,"56,997"
"Chesapeake city, VA",2.9,"78,846"
"Colonial Heights city, VA",3.2,"56,800"
"Covington city, VA",4.2,"40,504"
"Danville city, VA",5,"36,015"
"Emporia city, VA",5,"36,908"
"Fairfax city, VA",2.1,"105,532"
"Falls Church city, VA",2,"137,551"
"Franklin city, VA",4,"37,327"
"Fredericksburg city, VA",3.4,"58,448"
"Galax city, VA",3.3,"36,571"
"Hampton city, VA",3.8,"54,763"
"Harrisonburg city, VA",3.2,"42,640"
"Hopewell city, VA",4.3,"42,568"
"Lexington city, VA",4.7,"48,726"
"Lynchburg city, VA",3.7,"43,200"
"Manassas city, VA",2.5,"79,141"
"Manassas Park city, VA",2.5,"77,032"
"Martinsville city, VA",4.1,"33,892"
"Newport News city, VA",3.5,"50,283"
"Norfolk city, VA",3.5,"48,519"
"Norton city, VA",3.7,"34,442"
"Petersburg city, VA",5.6,"37,049"
"Poquoson city, VA",2.4,"96,057"
"Portsmouth city, VA",3.9,"47,343"
"Radford city, VA",3.6,"39,254"
"Richmond city, VA",3.3,"48,747"
"Roanoke city, VA",3,"42,715"
"Salem city, VA",2.8,"57,274"
"Staunton city, VA",2.7,"47,319"
"Suffolk city, VA",3,"69,753"
"Virginia Beach city, VA",2.7,"76,520"
"Waynesboro city, VA",2.9,"47,117"
"Williamsburg city, VA",3.9,"52,845"
"Winchester city, VA",2.8,"51,456"
Washington,4.3,"74,023"
"Adams County, WA",5.7,"52,012"
"Asotin County, WA",4.1,"49,776"
"Benton County, WA",5.2,"69,212"
"Chelan County, WA",4.9,"57,243"
"Clallam County, WA",6.6,"57,183"
"Clark County, WA",4.7,"73,971"
"Columbia County, WA",5.5,"53,700"
"Cowlitz County, WA",6,"58,624"
"Douglas County, WA",5.6,"65,912"
"Ferry County, WA",11.3,"40,468"
"Franklin County, WA",6.4,"60,483"
"Garfield County, WA",5.4,"50,185"
"Grant County, WA",6.9,"53,688"
"Grays Harbor County, WA",7.1,"48,763"
"Island County, WA",5,"65,987"
"Jefferson County, WA",5.6,"55,893"
"King County, WA",2.8,"94,822"
"Kitsap County, WA",4.6,"76,530"
"Kittitas County, WA",5.5,"55,624"
"Klickitat County, WA",5.8,"56,503"
"Lewis County, WA",6.2,"57,019"
"Lincoln County, WA",5,"53,326"
"Mason County, WA",6.3,"58,239"
"Okanogan County, WA",6.8,"48,345"
"Pacific County, WA",6.9,"46,365"
"Pend Oreille County, WA",7.9,"49,750"
"Pierce County, WA",5.1,"75,022"
"San Juan County, WA",3.7,"62,249"
"Skagit County, WA",5.4,"70,955"
"Skamania County, WA",5.5,"64,344"
"Snohomish County, WA",3,"87,096"
"Spokane County, WA",5.2,"59,408"
"Stevens County, WA",7,"51,183"
"Thurston County, WA",4.8,"72,400"
"Wahkiakum County, WA",6.7,"55,692"
"Walla Walla County, WA",4.9,"57,329"
"Whatcom County, WA",5,"62,262"
"Whitman County, WA",4.3,"45,389"
"Yakima County, WA",7,"51,377"
West Virginia,4.9,"44,038"
"Barbour County, WV",6,"39,776"
"Berkeley County, WV",3.5,"59,619"
"Boone County, WV",5.5,"38,110"
"Braxton County, WV",7.4,"39,292"
"Brooke County, WV",5.2,"48,342"
"Cabell County, WV",4.2,"39,790"
"Calhoun County, WV",13,"36,384"
"Clay County, WV",8.5,"35,983"
"Doddridge County, WV",4.4,"44,725"
"Fayette County, WV",5.7,"37,867"
"Gilmer County, WV",6.8,"38,173"
"Grant County, WV",5.5,"42,146"
"Greenbrier County, WV",4.6,"37,665"
"Hampshire County, WV",3.8,"44,442"
"Hancock County, WV",5.2,"47,299"
"Hardy County, WV",5.1,"43,573"
"Harrison County, WV",4.4,"47,942"
"Jackson County, WV",5,"48,731"
"Jefferson County, WV",3.1,"75,027"
"Kanawha County, WV",4.6,"41,926"
"Lewis County, WV",6.2,"40,691"
"Lincoln County, WV",6.3,"39,766"
"Logan County, WV",6,"34,894"
"McDowell County, WV",9.2,"27,292"
"Marion County, WV",5.1,"46,244"
"Marshall County, WV",6.3,"50,064"
"Mason County, WV",6,"43,050"
"Mercer County, WV",5.7,"37,860"
"Mineral County, WV",5.7,"48,578"
"Mingo County, WV",6.8,"32,917"
"Monongalia County, WV",3.6,"51,070"
"Monroe County, WV",4.4,"38,171"
"Morgan County, WV",3.9,"49,487"
"Nicholas County, WV",6.3,"38,572"
"Ohio County, WV",4.5,"48,689"
"Pendleton County, WV",3.8,"40,415"
"Pleasants County, WV",6.8,"50,768"
"Pocahontas County, WV",5.7,"39,467"
"Preston County, WV",4.6,"47,101"
"Putnam County, WV",4.3,"61,995"
"Raleigh County, WV",4.7,"41,298"
"Randolph County, WV",6,"40,064"
"Ritchie County, WV",5.7,"43,717"
"Roane County, WV",9.5,"36,658"
"Summers County, WV",5.5,"34,768"
"Taylor County, WV",4.8,"46,370"
"Tucker County, WV",5.2,"48,070"
"Tyler County, WV",7.8,"46,054"
"Upshur County, WV",6,"41,213"
"Wayne County, WV",5.4,"38,704"
"Webster County, WV",6.3,"34,054"
"Wetzel County, WV",7.2,"44,685"
"Wirt County, WV",7.9,"44,837"
"Wood County, WV",5.1,"45,278"
"Wyoming County, WV",6.9,"35,460"
Wisconsin,3.3,"60,779"
"Adams County, WI",5.2,"43,000"
"Ashland County, WI",4.8,"44,627"
"Barron County, WI",4,"50,344"
"Bayfield County, WI",5.6,"53,637"
"Brown County, WI",3.1,"62,097"
"Buffalo County, WI",4.2,"59,087"
"Burnett County, WI",5.3,"55,295"
"Calumet County, WI",2.8,"72,645"
"Chippewa County, WI",3.8,"59,528"
"Clark County, WI",3.3,"55,245"
"Columbia County, WI",3.1,"65,435"
"Crawford County, WI",4.3,"49,200"
"Dane County, WI",2.4,"71,789"
"Dodge County, WI",3,"63,608"
"Door County, WI",3.8,"61,221"
"Douglas County, WI",4.2,"50,637"
"Dunn County, WI",3.5,"57,506"
"Eau Claire County, WI",3.1,"60,111"
"Florence County, WI",4.8,"53,188"
"Fond du Lac County, WI",2.9,"59,428"
"Forest County, WI",5.2,"45,156"
"Grant County, WI",3.2,"57,328"
"Green County, WI",2.9,"63,160"
"Green Lake County, WI",3.9,"55,512"
"Iowa County, WI",2.9,"68,017"
"Iron County, WI",6.1,"44,130"
"Jackson County, WI",3.9,"52,919"
"Jefferson County, WI",3.1,"65,831"
"Juneau County, WI",3.3,"52,891"
"Kenosha County, WI",4,"65,013"
"Kewaunee County, WI",3.2,"63,612"
"La Crosse County, WI",2.9,"60,619"
"Lafayette County, WI",2.7,"60,711"
"Langlade County, WI",4.2,"51,334"
"Lincoln County, WI",3.7,"56,645"
"Manitowoc County, WI",3.4,"56,466"
"Marathon County, WI",2.9,"63,442"
"Marinette County, WI",4.6,"50,670"
"Marquette County, WI",4,"46,964"
"Menominee County, WI",8,"40,682"
"Milwaukee County, WI",4,"49,771"
"Monroe County, WI",3,"58,391"
"Oconto County, WI",3.6,"59,983"
"Oneida County, WI",4.3,"53,805"
"Outagamie County, WI",3,"65,993"
"Ozaukee County, WI",2.9,"83,014"
"Pepin County, WI",3.8,"56,348"
"Pierce County, WI",3.4,"75,421"
"Polk County, WI",4.1,"59,990"
"Portage County, WI",3.3,"59,032"
"Price County, WI",4.4,"47,032"
"Racine County, WI",4.1,"60,349"
"Richland County, WI",3.2,"53,050"
"Rock County, WI",3.7,"57,675"
"Rusk County, WI",4.9,"48,448"
"St. Croix County, WI",3.4,"82,575"
"Sauk County, WI",2.9,"57,256"
"Sawyer County, WI",4.8,"46,490"
"Shawano County, WI",3.2,"56,022"
"Sheboygan County, WI",2.7,"61,906"
"Taylor County, WI",3.7,"56,981"
"Trempealeau County, WI",3.6,"56,978"
"Vernon County, WI",3.3,"51,692"
"Vilas County, WI",4.3,"47,198"
"Walworth County, WI",3.3,"64,234"
"Washburn County, WI",4.1,"50,482"
"Washington County, WI",2.9,"75,799"
"Waukesha County, WI",2.9,"87,333"
"Waupaca County, WI",3.3,"58,648"
"Waushara County, WI",4.1,"52,340"
"Winnebago County, WI",3,"57,785"
"Wood County, WI",3.8,"55,879"
Wyoming,3.6,"62,259"
"Albany County, WY",3.1,"47,561"
"Big Horn County, WY",4.2,"55,195"
"Campbell County, WY",3.7,"78,112"
"Carbon County, WY",3.3,"61,773"
"Converse County, WY",2.7,"68,162"
"Crook County, WY",3.2,"64,053"
"Fremont County, WY",4.4,"51,204"
"Goshen County, WY",3.6,"51,676"
"Hot Springs County, WY",3.5,"49,356"
"Johnson County, WY",3.6,"57,676"
"Laramie County, WY",3.5,"63,839"
"Lincoln County, WY",3.3,"69,598"
"Natrona County, WY",3.9,"64,714"
"Niobrara County, WY",2.7,"51,036"
"Park County, WY",4,"58,873"
"Platte County, WY",3.4,"54,165"
"Sheridan County, WY",3.5,"58,307"
"Sublette County, WY",4.4,"74,570"
"Sweetwater County, WY",3.9,"73,315"
"Teton County, WY",2.7,"99,087"
"Uinta County, WY",3.9,"63,401"
"Washakie County, WY",3.9,"55,190"
"Weston County, WY",2.9,"54,319"
Puerto Rico,8.3,
"Adjuntas Municipio, PR",15.3,
"Aguada Municipio, PR",10.1,
"Aguadilla Municipio, PR",10.2,
"Aguas Buenas Municipio, PR",9.1,
"Aibonito Municipio, PR",10.5,
"Anasco Municipio, PR",8.5,
"Arecibo Municipio, PR",9.5,
"Arroyo Municipio, PR",13.5,
"Barceloneta Municipio, PR",11.3,
"Barranquitas Municipio, PR",8.7,
"Bayamon Municipio, PR",6.3,
"Cabo Rojo Municipio, PR",8.7,
"Caguas Municipio, PR",6.8,
"Camuy Municipio, PR",8.6,
"Canovanas Municipio, PR",6.6,
"Carolina Municipio, PR",5.9,
"Catano Municipio, PR",7.2,
"Cayey Municipio, PR",7,
"Ceiba Municipio, PR",10.4,
"Ciales Municipio, PR",11,
"Cidra Municipio, PR",6.8,
"Coamo Municipio, PR",12.2,
"Comerio Municipio, PR",8.9,
"Corozal Municipio, PR",9.1,
"Culebra Municipio, PR",3,
"Dorado Municipio, PR",5.7,
"Fajardo Municipio, PR",10.7,
"Florida Municipio, PR",10.9,
"Guanica Municipio, PR",14.8,
"Guayama Municipio, PR",12.1,
"Guayanilla Municipio, PR",13.8,
"Guaynabo Municipio, PR",4.1,
"Gurabo Municipio, PR",5.7,
"Hatillo Municipio, PR",12.2,
"Hormigueros Municipio, PR",8.6,
"Humacao Municipio, PR",10.1,
"Isabela Municipio, PR",9.1,
"Jayuya Municipio, PR",14.1,
"Juana Diaz Municipio, PR",10,
"Juncos Municipio, PR",8.3,
"Lajas Municipio, PR",12.8,
"Lares Municipio, PR",14.7,
"Las Marias Municipio, PR",11.6,
"Las Piedras Municipio, PR",8.9,
"Loiza Municipio, PR",7.6,
"Luquillo Municipio, PR",9.5,
"Manati Municipio, PR",8,
"Maricao Municipio, PR",13.7,
"Maunabo Municipio, PR",15.1,
"Mayaguez Municipio, PR",10.5,
"Moca Municipio, PR",10.4,
"Morovis Municipio, PR",9.1,
"Naguabo Municipio, PR",8.9,
"Naranjito Municipio, PR",8.5,
"Orocovis Municipio, PR",10.3,
"Patillas Municipio, PR",15.7,
"Penuelas Municipio, PR",14.1,
"Ponce Municipio, PR",9.7,
"Quebradillas Municipio, PR",11.6,
"Rincon Municipio, PR",13.8,
"Rio Grande Municipio, PR",7.3,
"Sabana Grande Municipio, PR",13,
"Salinas Municipio, PR",14.5,
"San German Municipio, PR",11.2,
"San Juan Municipio, PR",5.5,
"San Lorenzo Municipio, PR",8.8,
"San Sebastian Municipio, PR",13.6,
"Santa Isabel Municipio, PR",10.9,
"Toa Alta Municipio, PR",5.7,
"Toa Baja Municipio, PR",5.8,
"Trujillo Alto Municipio, PR",4.8,
"Utuado Municipio, PR",11.3,
"Vega Alta Municipio, PR",8.1,
"Vega Baja Municipio, PR",9.6,
"Vieques Municipio, PR",6.9,
"Villalba Municipio, PR",15.9,
"Yabucoa Municipio, PR",13.1,
"Yauco Municipio, PR",14.6,
